category	author	title	type	collection	year	course
Required	"[{:family=>""Christiano"", :given=>""L.""}, {:family=>""Chari"", :given=>""V.V.""}, {:others=>true}]"	Optimal Fiscal Policy in a Business Cycle Model	article-journal	Journal of Political Economy	1994	1073
Required	"[{:family=>""Fahri"", :given=>""E.""}]"	Capital Taxation and Ownership when Markets are Incomplete			2006	1073
Required	"[{:family=>""Lucas"", :given=>""R.""}, {:family=>""Stokey"", :given=>""N.""}]"	Optimal Fiscal and Monetary Policy in an Economy without Capital	article-journal	Journal of Monetary Economics	1983	1073
Required	"[{:family=>""Werning"", :given=>""I.""}]"	Optimal Fiscal Policy with Redistribution	article-journal	Quarterly Journal of Economics	2007	1073
Required	"[{:family=>""Akerlof"", :given=>""G.""}]"	The Economics of Tagging as Applied to the Optimal Income Tax	article-journal	American Economic Review	1978	1073
Required	"[{:family=>""Allen"", :given=>""F.""}]"	Optimal Linear Income Taxation with General Equilibrium Effects on Wages	article-journal	Journal of Public Economics	1982	1073
Required	"[{:family=>""Besley"", :given=>""T.""}, {:family=>""Coate"", :given=>""S.""}]"	Workfare versus Welfare: Incentives Arguments for Work Requirements in Poverty-Alleviation Programs	article-journal	American Economic Review	1992	1073
Required	"[{:family=>""Brewer"", :given=>""M.""}, {:family=>""Saez"", :given=>""E.""}, {:family=>""Shephard"", :given=>""A.""}]"	Means Testing and Tax Rates on Earnings	article-journal	Dimensions of Tax Design: The Mirrlees Review. Edited by Institute for Fiscal Studies	2009	1073
Required	"[{:family=>""Choné"", :given=>""P.""}, {:family=>""Laroque"", :given=>""G.""}]"	Optimal Incentives for Labor Force Participation	article-journal	Journal of Public Economics	2005	1073
Required	"[{:family=>""Choné"", :given=>""P.""}, {:family=>""Laroque"", :given=>""G.""}]"	Should Low Skilled Work be Subsidized?			2006	1073
Required	"[{:family=>""Choné"", :given=>""P.""}, {:family=>""Laroque"", :given=>""G.""}]"	Optimal Taxation in the Extensive Model				1073
Required	"[{:family=>""Diamond"", :given=>""P.""}]"	Income Taxation with Fixed Hours of Work	article-journal	Journal of Public Economics	1980	1073
Required	"[{:family=>""Diamond"", :given=>""P.""}]"	Optimal Income Taxation: An Example with a U-Shaped Pattern of Optimal Marginal Tax Rates	article-journal	American Economic Review	1998	1073
Required	"[{:family=>""Gaube"", :given=>""T.""}]"	Optimal Taxation of Each Year’s Income	article-journal	Journal of Public Economic Theory	2007	1073
Required	"[{:family=>""Helpman"", :given=>""E.""}, {:family=>""Sadka"", :given=>""E.""}]"	The Optimal Income Tax: Some comparative statics results	article-journal	Journal of Public Economics	1978	1073
Required	"[{:family=>""Immonen"", :given=>""R.""}, {:family=>""Kanbur"", :given=>""R.""}, {:others=>true}]"	Tagging and Taxing: The Optimal Use of Categorical and Income Information in Designing Tax/Transfer Schemes	article-journal	Economica	1998	1073
Required	"[{:family=>""Judd"", :given=>""K.""}, {:family=>""Su"", :given=>""C.""}]"	Optimal Income Taxation with Multidimensional Taxpayer Types			2006	1073
Required	"[{:family=>""Maskin"", :given=>""E.""}, {:family=>""Riley"", :given=>""J.""}]"	Input versus Output Incentive Schemes	article-journal	Journal of Public Economics	1985	1073
Required	"[{:family=>""Kleven"", :given=>""H.""}, {:family=>""Kreiner"", :given=>""C.""}, {:others=>true}]"	The Optimal Income Taxation of Couples	article-journal	Econometrica	2009	1073
Required	"[{:family=>""Mankiw"", :given=>""N.""}, {:family=>""Weinzierl"", :given=>""M.""}]"	The Optimal Taxation of Height: A Case Study of Utilitarian Income Redistribution	article-journal	American Economic Journal: Economic Policy	2010	1073
Required	"[{:family=>""Mirrlees"", :given=>""J.""}]"	An Exploration in the Theory of Optimal Income Taxation	article-journal	Review of Economic Studies	1971	1073
Required	"[{:family=>""Piketty"", :given=>""T.""}, {:family=>""Saez"", :given=>""E.""}]"	Income Inequality in the United States	article-journal	Quarterly Journal of Economics	2003	1073
Required	"[{:family=>""Saez"", :given=>""E.""}]"	Using Elasticities to Derive Optimal Income Tax Rates	article-journal	Review of Economic Studies	2001	1073
Required	"[{:family=>""Saez"", :given=>""E.""}]"	Optimal Income Transfer Programs: Intensive vs. Extensive Labor Supply Responses	article-journal	Quarterly Journal of Economics	2002	1073
Required	"[{:family=>""Slemrod"", :given=>""J.""}, {:family=>""Yitzhaki"", :given=>""S.""}, {:others=>true}]"	The Optimal Two Bracket Linear Income Tax	article-journal	Journal of Public Economics	1994	1073
Required	"[{:family=>""Stern"", :given=>""N.""}]"	Optimum Taxes with Errors in Administration	article-journal	Journal of Public Economics	1982	1073
Required	"[{:family=>""Stern"", :given=>""N.""}]"	On the Specification of Models of Optimum Income Taxation	article-journal	Journal of Public Economics	1976	1073
Required	"[{:family=>""Stiglitz"", :given=>""J.""}]"	Pareto Efficient and Optimal Taxation and the New New Welfare Economics	chapter	Handbook of Public Economics	1990	1073
Required	"[{:family=>""Abel"", :given=>""A.""}]"	Optimal Taxation When Consumers Have Endogenous Benchmark Levels of Consumption	article-journal	Review of Economic Studies	2005	1073
Required	"[{:family=>""Aiyagari"", :given=>""S.""}]"	Optimal Capital Income Taxation with Incomplete Markets	article-journal	Journal of Political Economy	1995	1073
Required	"[{:family=>""Atkeson"", :given=>""A.""}, {:family=>""Chari"", :given=>""V.""}, {:others=>true}]"	Taxing Capital Income: A Bad Idea	article-journal	Federal Reserve Bank of Minneapolis Quarterly Review	1999	1073
Required	"[{:family=>""Atkinson"", :given=>""A.""}, {:family=>""Sandmo"", :given=>""A.""}]"	Welfare Implications of the Taxation of Savings	article-journal	Economic Journal	1980	1073
Required	"[{:family=>""Atkinson"", :given=>""A.""}, {:family=>""Stiglitz"", :given=>""J.""}]"	Chapter 8 in Lectures on Public Economics			1980	1073
Required	"[{:family=>""Banks"", :given=>""J.""}, {:family=>""Diamond"", :given=>""P.""}]"	The Base for Direct Taxation	article-journal	Dimensions of Tax Design: The Mirrlees Review. Edited by Institute for Fiscal Studies	2009	1073
Required	"[{:family=>""Bernheim"", :given=>""D.""}]"	Taxation and Saving.” Chapter 18 in Handbook of Public Economics			2002	1073
Required	"[{:family=>""Benigno"", :given=>""P.""}, {:family=>""Woodford"", :given=>""M.""}]"	Optimal Taxation in an RBC Model: A Linear Quadratic Approach	article-journal	Journal of Economic Dynamics and Control	2006	1073
Required	"[{:family=>""Chamley"", :given=>""C.""}]"	Efficient Tax Reform in a Dynamic Model of General Equilibrium	article-journal	Quarterly Journal of Economics	1985	1073
Required	"[{:family=>""Chamley"", :given=>""C.""}]"	Optimal Taxation of Capital Income in General Equilibrium with Infinite Lives	article-journal	Econometrica	1986	1073
Required	"[{:family=>""Conesa"", :given=>""J.""}, {:family=>""Kitao"", :given=>""S.""}, {:others=>true}]"	Taxing Capital? Not a Bad Idea After All	article-journal	American Economic Review	2009	1073
Required	"[{:family=>""Diamond"", :given=>""P.""}, {:family=>""Spinnewijn"", :given=>""J.""}]"	Capital Income Taxes with Heterogeneous Discount Rates	article-journal	NBER Working Paper	2009	1073
Required	"[{:family=>""Diamond"", :given=>""P.""}]"	The Incidence of an Interest Income Tax	article-journal	Journal of Economic Theory	1970	1073
Required	"[{:family=>""Farhi"", :given=>""E.""}, {:family=>""Werning"", :given=>""I.""}]"	Capital Taxation: Quantitative Explorations of the Inverse Euler Equation	article-journal	Journal of Political Economy	2012	1073
Required	"[{:family=>""Farhi"", :given=>""E.""}, {:family=>""Sleet"", :given=>""C.""}, {:others=>true}]"	Non-linear Capital Taxation Without Commitment	article-journal	Review of Economic Studies	2012	1073
Required	"[{:family=>""Golosov"", :given=>""M.""}, {:family=>""Kocherlakota"", :given=>""N.""}, {:others=>true}]"	Optimal Indirect and Capital Taxation	article-journal	Review of Economic Studies	2003	1073
Required	"[{:family=>""Golosov"", :given=>""M.""}, {:family=>""Tsyvinski"", :given=>""A.""}]"	Optimal Taxation with Endogenous Insurance Markets	article-journal	Quarterly Journal of Economics	2007	1073
Required	"[{:family=>""Golosov"", :given=>""M.""}, {:family=>""Tsyvinski"", :given=>""A.""}, {:family=>""Werning"", :given=>""I.""}]"	New Dynamic Public Finance: A User’s Guide	chapter	NBER Macroeconomics Annual 2006	2007	1073
Required	"[{:family=>""Feldstein"", :given=>""M.""}]"	The Welfare Cost of Capital Income Taxation	article-journal	Journal of Political Economy	1978	1073
Required	"[{:family=>""Judd"", :given=>""K.""}]"	Optimal Taxation in Dynamic Stochastic Economies: Theory and Evidence	book		1989	1073
Required	"[{:family=>""Judd"", :given=>""K.""}]"	The Welfare Cost of Factor Taxation in a Perfect Foresight Model	article-journal	Journal of Political Economy	1987	1073
Required	"[{:family=>""Judd"", :given=>""K.""}]"	Redistributive Taxation in a Simple Perfect Foresight Model	article-journal	Journal of Public Economics	1985	1073
Required	"[{:family=>""Judd"", :given=>""K.""}]"	Optimal Taxation and Spending in General Competitive Growth Models	article-journal	Journal of Public Economics	1999	1073
Required	"[{:family=>""Kocherlakota"", :given=>""N.""}]"	Zero Expected Wealth Taxes: A Mirrlees Approach to Dynamic Optimal Taxation	article-journal	Econometrica	2005	1073
Required	"[{:family=>""Kocherlakota"", :given=>""N.""}]"	Advances in Dynamic Optimal Taxation	chapter	Advances in Economics and Econometrics: Theory and Applications	2006	1073
Required	"[{:family=>""Kocherlakota"", :given=>""N.""}]"	The New Dynamic Public Finance			2010	1073
Required	"[{:family=>""Lucas"", :given=>""R.""}]"	Supply-Side Economics: An Analytical Review	article-journal	Oxford Economic Papers	1990	1073
Required	"[{:family=>""Saez"", :given=>""E.""}]"	Optimal Progressive Capital Income Taxation in the Infinite Horizon Model	article-journal	NBER Working Paper	2002-07	1073
Required	"[{:family=>""Stokey"", :given=>""N.""}, {:family=>""Rebelo"", :given=>""S.""}]"	Growth Effects of Flat-Rate Taxes	article-journal	Journal of Political Economy	1995	1073
Required	"[{:family=>""Werning"", :given=>""I.""}]"	Nonlinear Capital Taxation			2011-09	1073
Required	"[{:family=>""Albanesi"", :given=>""S.""}, {:family=>""Sleet"", :given=>""C.""}]"	Dynamic Optimal Taxation with Private Information	article-journal	Review of Economic Studies	2006	1073
Required	"[{:family=>""Erosa"", :given=>""A.""}, {:family=>""Gervais"", :given=>""M.""}]"	Optimal Taxation in Life-Cycle Economies	article-journal	Journal of Economic Theory	2002	1073
Required	"[{:family=>""Farhi"", :given=>""E.""}, {:family=>""Werning"", :given=>""I.""}]"	Insurance and Taxation over the Life Cycle	article-journal	forthcoming Review of Economic Studies	2012	1073
Required	"[{:family=>""Aaron"", :given=>""H.""}, {:family=>""Munnell"", :given=>""A.""}]"	Reassessing the Role for Wealth Transfer Taxes	article-journal	National Tax Journal	1992	1073
Required	"[{:family=>""Bernheim"", :given=>""B.""}, {:family=>""Lemke"", :given=>""R.""}, {:others=>true}]"	Do Estate and Gift Taxes Affect the Timing of Private Transfers	article-journal	Journal of Public Economics	2004	1073
Required	"[{:family=>""Farhi"", :given=>""E.""}, {:family=>""Werning"", :given=>""I.""}]"	Progressive Estate Taxation	article-journal	Quarterly Journal of Economics	2009	1073
Required	"[{:family=>""Gale"", :given=>""W.""}, {:family=>""Slemrod"", :given=>""J.""}]"	Overview	chapter	Rethinking Estate and Gift Taxation: Overview	2001	1073
Required	"[{:family=>""Kopczuk"", :given=>""W.""}]"	Economics of estate taxation: a brief review of theory and evidence	article-journal	NBER Working Paper		1073
Required	"[{:family=>""Piketty"", :given=>""T.""}, {:family=>""Saez"", :given=>""E.""}]"	A Theory of Optimal Capital Taxation	article-journal	NBER Working Paper	2012-04	1073
Required	"[{:family=>""Piketty"", :given=>""T.""}, {:family=>""Saez"", :given=>""E.""}]"	The Evolution of Top Incomes: A Historical and International Perspective	article-journal	American Economic Review	2006	1073
Required	"[{:family=>""Poterba"", :given=>""J.""}]"	The Estate and Gift Tax and Inter Vivos Giving in the United States	article-journal	Journal of Public Economics	2001	1073
Optional	"[{:family=>""Atkinson"", :given=>""A.""}, {:family=>""Stiglitz"", :given=>""J.""}]"	Lectures on Public Economics			1980	1073
Optional	"[{:family=>""Auerbach"", :given=>""A.""}, {:family=>""Feldstein"", :given=>""M.""}]"	Handbook of Public Economics			1985	1073
Optional	"[{:family=>""Auerbach"", :given=>""A.""}, {:family=>""Feldstein"", :given=>""M.""}]"	Handbook of Public Economics			1987	1073
Optional	"[{:family=>""Auerbach"", :given=>""A.""}, {:family=>""Feldstein"", :given=>""M.""}]"	Handbook of Public Economics			2002	1073
Optional	"[{:family=>""Gruber"", :given=>""J.""}]"	Public Finance and Public Policy			2009	1073
Optional		Institute for Fiscal Studies. Dimensions of Tax Design: The Mirrlees Review			2010	1073
Optional	"[{:family=>""Myles"", :given=>""G.""}]"	Public Economics			1995	1073
Optional	"[{:family=>""Slemrod"", :given=>""J.""}, {:family=>""Bakija"", :given=>""J.""}]"	Taxing Ourselves: A Citizen’s Guide to the Debate over Taxes			2008	1073
Optional	"[{:family=>""Congress"", :given=>""U.S.""}, {:family=>""Office"", :given=>""Congressional Budget""}]"	The Budget and Economic Outlook: An Update	article-journal	BiblioGov	2012	1073
Required	"[{:family=>""Ahn"", :given=>""H.""}, {:family=>""Powell"", :given=>""J.L.""}]"	Semiparametric Estimation of Censored Selection Models with a Nonparametric Selection Mechanism	article-journal	Journal of Econometrics	1993	1059
Required	"[{:family=>""Autor"", :given=>""D.""}, {:family=>""Katz"", :given=>""L.F.""}, {:family=>""Kearney"", :given=>""M.S.""}]"	Rising Wage Inequality: The Role of Composition and Prices	chapter	National Bureau of Economic Research (NBER) Working Paper No	2005-08	1059
Required	"[{:family=>""Chernozhukov"", :given=>""V.""}, {:family=>""Hong"", :given=>""H.""}]"	Three-step Censored Quantile Regression and Extramarital Affairs	article-journal	Journal of the American Statistical Association	2002-09	1059
Required	"[{:family=>""Cameron"", :given=>""Adrian Colin""}, {:family=>""Trivedi"", :given=>""Pravin K.""}]"	Microeconometrics: Methods and Applications			2005	1059
Required	"[{:family=>""Wooldridge"", :given=>""Jeffrey M.""}]"	Econometric Analysis of Cross Section and Panel Data			2008	1059
Required	"[{:family=>""Newey"", :given=>""Whitney K.""}, {:family=>""McFadden"", :given=>""Daniel""}]"	Large Sample Estimation and Hypothesis Testing	article-journal	Handbook of Econometrics	1999	1059
Required	"[{:family=>""Amemiya"", :given=>""Takeshi""}]"	Advanced Econometrics			1985	1059
Required	"[{:family=>""Vaart"", :given=>""A.W."", :particle=>""van der""}]"	Asymptotic Statistics			1998	1059
Required	"[{:family=>""Andrews"", :given=>""Donald W.K.""}]"	Empirical Process Methods in Econometrics	article-journal	Handbook of Econometrics	1999	1059
Required	"[{:family=>""Koenker"", :given=>""Roger""}, {:family=>""Yoon"", :given=>""Jungmo""}]"	Parametric Links for Binary Choice Models			2006	1059
Required	"[{:family=>""Pollard"", :given=>""David""}]"	Asymptotics for Least Absolute Deviation Regression Estimators	article-journal	Econometric Theory	1991-06	1059
Required	"[{:family=>""Horowitz"", :given=>""Joel L.""}]"	The Bootstrap	article-journal	Handbook of Econometrics	2001	1059
Required	"[{:family=>""Koenker"", :given=>""Roger""}, {:family=>""Hallock"", :given=>""Kevin F.""}]"	Quantile Regression	article-journal	The Journal of Economic Perspectives	2001	1059
Required	"[{:family=>""Buchinsky"", :given=>""Moshe""}]"	Changes in the U.S. Wage Structure 1963-1987: Application of Quantile Regression	article-journal	Econometrica	1994-03	1059
Required	"[{:family=>""Powell"", :given=>""James L.""}]"	Least Absolute Deviations Estimation for the Censored Regression Model	article-journal	Journal of Econometrics	1984-07	1059
Required	"[{:family=>""Chernozhukov"", :given=>""Victor""}, {:family=>""Hong"", :given=>""Han""}]"	An MCMC Approach to Classical Estimation	article-journal	Journal of Econometrics	2003-08	1059
Required	"[{:family=>""Haile"", :given=>""Philip A.""}, {:family=>""Tamer"", :given=>""Elie""}]"	Inference with an Incomplete Model of English Auctions	article-journal	Journal of Political Economy	2003-02	1059
Required	"[{:family=>""Newey"", :given=>""W.K.""}]"	Generalized Method of Moments Specification Testing	article-journal	Journal of Econometrics	1985	1059
Required	"[{:family=>""Newey"", :given=>""W.K.""}, {:family=>""West"", :given=>""K.D.""}]"	Hypothesis Testing with Efficient Method of Moments Estimation	article-journal	International Economic Review	1987	1059
Required	"[{:family=>""Newey"", :given=>""W.K.""}, {:family=>""Smith"", :given=>""R.J.""}]"	Higher-Order Properties of GMM and Generalized Empirical Likelihood Estimators	article-journal	Econometrica	2004	1059
Required	"[{:family=>""Donald"", :given=>""S.G.""}, {:family=>""Newey"", :given=>""W.K.""}]"	Choosing the Number of Instruments	article-journal	Econometrica	2001	1059
Required	"[{:family=>""Kleibergen"", :given=>""F.""}]"	Pivotal Statistics for Testing Structural Parameters in Instrumental Variables Regression	article-journal	Econometrica	2002	1059
Required	"[{:family=>""Andrews"", :given=>""D.W.K.""}, {:family=>""Stock"", :given=>""J.H.""}]"	Inference with Weak Instruments	chapter	Advances in Economics and Econometrics: Theory and Applications	2007	1059
Required	"[{:family=>""Hansen"", :given=>""C.""}, {:family=>""Hausman"", :given=>""J.A.""}, {:family=>""Newey"", :given=>""W.K.""}]"	Estimation with Many Instrumental Variables	article-journal	Forthcoming in the Journal of Business and Economic Statistics		1059
Required	"[{:family=>""Hausman"", :given=>""J.A.""}, {:family=>""Newey"", :given=>""W.K.""}, {:family=>""Woutersen"", :given=>""T.""}, {:family=>""Chao"", :given=>""J.""}, {:family=>""Swanson"", :given=>""N.""}]"	Instrumental Variable Estimation with Heteroskedasticity and Many Instruments			2007	1059
Required	"[{:family=>""Imbens"", :given=>""Guido""}, {:family=>""Wooldridge"", :given=>""Jeffrey""}]"	Weak Instruments and Many Instruments	article-journal	Institute 2007: What’s New in Econometrics	2007-08-01	1059
Required	"[{:family=>""Hardle"", :given=>""W.""}, {:family=>""Linton"", :given=>""O.""}]"	Applied Nonparametric Methods	article-journal	Handbook of Econometrics	1999	1059
Required	"[{:family=>""Deaton"", :given=>""A.""}]"	Rice Prices and Income Distribution in Rural Thailand: A Nonparametric Analysis	article-journal	Economic Journal	1989	1059
Required	"[{:family=>""Imbens"", :given=>""Guido""}, {:family=>""Wooldridge"", :given=>""Jeffrey""}]"	Regression Discontinuity Designs	article-journal	Lecture	2007-07-30	1059
Required	"[{:family=>""Hahn"", :given=>""J.""}, {:family=>""Newey"", :given=>""W.""}]"	Jacknife and Analytical Bias Reduction for Nonlinear Panel Data Models	article-journal	Econometrica	2004	1059
Required	"[{:family=>""Berry"", :given=>""S.""}, {:family=>""Levinsohn"", :given=>""J.""}, {:family=>""Pakes"", :given=>""A.""}]"	Automobile Prices in Market Equilibrium	article-journal	Econometrica	1995	1059
Optional	"[{:family=>""Grilliches"", :given=>""Zvi""}, {:family=>""Intriligator"", :given=>""Michael D.""}]"	Handbook of Econometrics			1994	1059
Optional	"[{:family=>""Grilliches"", :given=>""Zvi""}]"	Handbook of Econometrics			1983	1059
Optional	"[{:family=>""Grilliches"", :given=>""Zvi""}, {:family=>""Intriligator"", :given=>""Michael D.""}]"	Handbook of Econometrics			1984	1059
Optional	"[{:family=>""Grilliches"", :given=>""Zvi""}, {:family=>""Intriligator"", :given=>""Michael D.""}]"	Handbook of Econometrics			1986	1059
Optional	"[{:family=>""McFadden"", :given=>""Daniel""}, {:family=>""Engle"", :given=>""Robert""}]"	Handbook of Econometrics			1999	1059
Optional	"[{:family=>""Heckman"", :given=>""James J.""}, {:family=>""Leamer"", :given=>""Edward E.""}]"	Handbook of Econometrics			2001	1059
Optional	"[{:family=>""Ruud"", :given=>""Paul A.""}]"	An Introduction to Classical Econometric Theory			2000	1059
Optional	"[{:family=>""DeGroot"", :given=>""Morris H.""}, {:family=>""Schervish"", :given=>""Mark J.""}]"	Probability and Statistics	book		2001	1059
Optional	"[{:family=>""Hayashi"", :given=>""Fumio""}]"	Econometrics			2000	1059
Optional	"[{:family=>""Hansen"", :given=>""L.P.""}]"	Large Sample Properties of Generalized Method of Moments Estimators	article-journal	Econometrica	1982	1059
Optional	"[{:family=>""Hansen"", :given=>""L.P.""}, {:family=>""Singleton"", :given=>""K.J.""}]"	Generalized Instrumental Variables Estimation of Nonlinear Rational Expectations Models	article-journal	Econometrica	1982	1059
Optional	"[{:family=>""Chamberlain"", :given=>""G.""}]"	Asymptotic Efficiency in Estimation with Conditional Moment Restrictions	article-journal	Journal of Econometrics	1987	1059
Optional	"[{:family=>""Altonji"", :given=>""J.""}, {:family=>""Segal"", :given=>""L.M.""}]"	Small Sample Bias in GMM Estimation of Covariance Structures	article-journal	Journal of Economic and Business Statistics	1996	1059
Optional	"[{:family=>""Hansen"", :given=>""L.P.""}, {:family=>""Heaton"", :given=>""J.""}, {:family=>""Yaron"", :given=>""A.""}]"	Finite-Sample Properties of Some Alternative GMM Estimators	article-journal	Journal of Business and Economic Statistics	1996	1059
Optional	"[{:family=>""Donald"", :given=>""S.G.""}, {:family=>""Imbens"", :given=>""G.""}, {:family=>""Newey"", :given=>""W.K.""}]"	Choosing Instruments in Conditional Moment Restriction Models			2007	1059
Optional	"[{:family=>""Staiger"", :given=>""D.""}, {:family=>""Stock"", :given=>""J.""}]"	Instrumental Variables Regression with Weak Instruments	article-journal	Econometrica	1997	1059
Optional	"[{:family=>""Moreira"", :given=>""M.""}]"	A Conditional Likelihood Ratio Test for Structural Models	article-journal	Econometrica	2003	1059
Optional	"[{:family=>""Bekker"", :given=>""P.A.""}]"	Alternative Approximations to the Distributions of Instrumental Variables Estimators	article-journal	Econometrica	1994	1059
Optional	"[{:family=>""Chao"", :given=>""J.C.""}, {:family=>""Swanson"", :given=>""N.R.""}]"	Consistent Estimation With a Large Number of Weak Instruments	article-journal	Econometrica	2005	1059
Optional	"[{:family=>""Stock"", :given=>""J.""}, {:family=>""Wright"", :given=>""J.""}]"	GMM With Weak Identification	article-journal	Econometrica	2000	1059
Optional	"[{:family=>""Kleibergen"", :given=>""F.""}]"	Testing Parameters in GMM Without Assuming They are Identified	article-journal	Econometrica	2005	1059
Optional	"[{:family=>""Newey"", :given=>""W.K.""}, {:family=>""Windmeijer"", :given=>""F.""}]"	GMM Estimation with Many Weak Moment Conditions			2007	1059
Optional	"[{:family=>""Newey"", :given=>""W.K.""}]"	Kernel Estimation of Partial Means and a General Variance Estimator	article-journal	Econometric Theory	1994	1059
Optional	"[{:family=>""Newey"", :given=>""W.K.""}]"	Convergence Rates and Asymptotic Normality for Series Estimators	article-journal	Journal of Econometrics	1997	1059
Optional	"[{:family=>""Powell"", :given=>""James""}]"	Estimation of Semiparametric Models	article-journal	Handbook of Econometrics	1999	1059
Optional	"[{:family=>""Hausman"", :given=>""J.""}, {:family=>""Newey"", :given=>""W.K.""}]"	Nonparametric Estimation of Exact Consumer Surplus and Deadweight Loss	article-journal	Econometrica	1995-11	1059
Optional	"[{:family=>""Newey"", :given=>""W.K.""}]"	Asymptotic Variance of Semiparametric Estimators	article-journal	Econometrica	1994	1059
Optional	"[{:family=>""Imbens"", :given=>""G.W.""}, {:family=>""Angrist"", :given=>""J.D.""}]"	Identification and Estimation of Local Average Treatment Effects	article-journal	Econometrica	1994-03	1059
Optional	"[{:family=>""Angrist"", :given=>""J.D.""}, {:family=>""Imbens"", :given=>""G.W.""}, {:family=>""Rubin"", :given=>""D.""}]"	Identification of Causal Effects Using Instrumental Variables	article-journal	Journal of the American Statistical Association	1996-06	1059
Optional	"[{:family=>""Chamberlain"", :given=>""Gary""}]"	Panel Data	article-journal	Handbook of Econometrics	1984	1059
Optional	"[{:family=>""Lancaster"", :given=>""T.""}]"	The Incidental Parameter Problem Since 1948	article-journal	Journal of Econometrics	2000	1059
Optional	"[{:family=>""Arellano"", :given=>""Manuel""}, {:family=>""Honoré"", :given=>""Bo""}]"	Panel Data Models: Some Recent Developments	article-journal	Handbook of Econometrics	2001	1059
Optional	"[{:family=>""Honoré"", :given=>""B.E.""}, {:family=>""Tamer"", :given=>""E.""}]"	Bounds on Parameters in Dynamic Discrete Choice Models	article-journal	Econometrica	2006-05	1059
Optional	"[{:family=>""Nevo"", :given=>""A.""}]"	Measuring Market Power in the Ready to Eat Breakfast Cereal Industry	article-journal	Econometrica	2001	1059
Optional	"[{:family=>""Hausman"", :given=>""J.A.""}, {:family=>""Leonard"", :given=>""G.""}]"	The Competitive Effects of a New Product Introduction: A Case Study	article-journal	Journal of Industrial Economics	2002	1059
Optional	"[{:family=>""Ackerberg"", :given=>""Daniel""}, {:family=>""Benkard"", :given=>""C.Lanier""}, {:family=>""Berry"", :given=>""Steven""}, {:family=>""Pakes"", :given=>""Ariel""}]"	Econometric Tools for Analyzing Market Outcomes	article-journal	Handbook of Econometrics	2005	1059
Optional	"[{:family=>""Blomquist"", :given=>""S.""}, {:family=>""Newey"", :given=>""W.K.""}]"	Nonparametric Estimation with Nonlinear Budget Sets	article-journal	Econometrica	2002	1059
Optional	"[{:family=>""Vaart"", :given=>""A.W."", :particle=>""van der""}]"	Asymptotic Statistics			1998	1059
Optional	"[{:family=>""Amemiya"", :given=>""Takeshi""}]"	Tobit Models.” Chapter 10 in Advanced Econometrics			1985	1059
Optional	"[{:family=>""Koenker"", :given=>""Roger""}, {:family=>""Bilias"", :given=>""Yannis""}]"	Quantile Regression for Duration Data: A Reappraisal of the Pennsylvania Reemployment Bonus Experiments	article-journal	Empirical Economics	2001	1059
Required	"[{:family=>""Acemoglu"", :given=>""D.""}]"	Introduction to Modern Economic Growth	book		2007	1065
Required	"[{:family=>""Barro"", :given=>""R.J.""}, {:family=>""Sala-i-Martin"", :given=>""X.""}]"	Economic Growth			1995	1065
Required	"[{:family=>""Atkeson"", :given=>""A.""}, {:family=>""Chari"", :given=>""V.V.""}, {:family=>""Kehoe"", :given=>""P.""}]"	Taxing Capital Income: A Bad Idea	article-journal	Federal Reserve Bank of Minneapolis Quarterly Review	1999	1065
Required	"[{:family=>""Lucas"", :given=>""R.E."", :suffix=>""Jr""}]"	Asset Prices in an Exchange Economy	article-journal	Econometrica	1978	1065
Required	"[{:family=>""Barro"", :given=>""R.J.""}]"	Are Government Bonds Net Wealth?	article-journal	Journal of Political Economy	1974	1065
Required	"[{:family=>""Barro"", :given=>""R.J.""}]"	On the Determination of the Public Debt	article-journal	Journal of Political Economy	1979	1065
Required	"[{:family=>""Blanchard"", :given=>""O.""}]"	Debt	article-journal	Journal of Political Economy	1985	1065
Required	"[{:family=>""Aghion"", :given=>""P.""}, {:family=>""Howitt"", :given=>""P.""}]"	A Model of Growth through Creative Destruction	article-journal	Econometrica	1992	1065
Required	"[{:family=>""Romer"", :given=>""P.M.""}]"	Endogenous Technological Change	article-journal	Journal of Political Economy	1990	1065
Optional	"[{:family=>""Barro"", :given=>""R.""}]"	Determinants of Economic Growth: A Cross-Country Empirical Study			1997	1065
Optional	"[{:family=>""Hall"", :given=>""R.""}, {:family=>""Jones"", :given=>""C.""}]"	Why Do Some Countries Produce So Much More Output than Others?	article-journal	Quarterly Journal of Economics	1999	1065
Optional	"[{:family=>""Jones"", :given=>""C.""}]"	On the Evolution of the World Income Distribution	article-journal	Journal of Economic Perspectives	1997	1065
Optional	"[{:family=>""Klenow"", :given=>""P.""}, {:family=>""Rodríguez-Clare"", :given=>""A.""}]"	The Neoclassical Revival in Growth Economics: Has It Gone Too Far?	chapter	Chapter 2 in NBER Macroeconomics Annual 1997	1997	1065
Optional	"[{:family=>""Klenow"", :given=>""P.""}, {:family=>""Bils"", :given=>""M.""}]"	Does Schooling Cause Growth?	article-journal	American Economic Review	2000	1065
Optional	"[{:family=>""Mankiw"", :given=>""N.G.""}, {:family=>""Romer"", :given=>""D.""}, {:family=>""Weil"", :given=>""D.""}]"	A Contribution to the Empirics of Economic Growth	article-journal	Quarterly Journal of Economics	1992	1065
Optional	"[{:family=>""Solow"", :given=>""R.M.""}]"	A Contribution to the Theory of Economic Growth	article-journal	Quarterly Journal of Economics	1956	1065
